City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,san juan,-31.5375,-68.5364,34.51,14,17,6.35,AR,1675725914
285,verkhoyansk,67.5447,133.385,-47.1,100,93,0.65,RU,1675725968
286,vitim,59.4511,112.5578,-19.89,99,100,0.5,RU,1675725968
287,manono,-7.3,27.4167,19.92,95,87,0.72,CD,1675725969
288,constitucion,-35.3333,-72.4167,18.43,70,22,5.64,CL,1675725848
289,biltine,14.5333,20.9167,22.63,14,90,4.84,TD,1675725970
290,san pedro,14.35,121.0167,25.57,85,40,0.51,PH,1675725971
291,saint-francois,46.4154,3.9054,2.69,77,100,4.63,FR,1675725972
292,bilibino,68.0546,166.4372,-37.74,100,99,0.41,RU,1675725973
293,palmeiras de goias,-16.805,-49.9258,21.79,89,66,1.33,BR,1675725974
294,strezhevoy,60.7333,77.5889,-18.78,99,100,0.79,RU,1675725976
295,deputatskiy,69.3,139.9,-34.95,98,100,1.83,RU,1675725977
296,magadan,59.5667,150.8,-26.81,78,66,3.5,RU,1675725979
297,poum,-20.2333,164.0167,27.45,81,94,6.81,NC,1675725979
298,takoradi,4.8845,-1.7554,26.38,87,86,5.04,GH,1675725403
299,nynashamn,58.9034,17.9479,-1.58,85,35,3.66,SE,1675725980
300,yoichi,43.2039,140.7703,-3.37,69,83,3.61,JP,1675725981
301,huarmey,-10.0681,-78.1522,23.81,78,53,3.91,PE,1675725982
302,tytuvenai,55.6,23.2,-1.05,96,37,2.86,LT,1675725983
303,yuzhno-sukhokumsk,44.6581,45.6436,-2.27,94,100,6.01,RU,1675725983
304,ketchikan,55.3422,-131.6461,7.26,57,100,0.0,US,1675725984
305,severo-kurilsk,50.6789,156.125,-4.5,77,100,12.25,RU,1675725984
306,kodiak,57.79,-152.4072,2.73,60,0,4.12,US,1675725856
307,tamiahua,21.2667,-97.45,23.1,81,63,4.97,MX,1675725985
308,bonavista,48.6499,-53.1147,-3.83,94,100,6.58,CA,1675725986
309,miri,4.4148,114.0089,23.08,100,40,2.06,MY,1675725987
310,bethel,41.3712,-73.414,5.81,68,20,4.63,US,1675725825
311,kayasula,44.325,45.0,-2.66,96,100,4.04,RU,1675725988
312,lima,-12.0432,-77.0282,24.14,69,0,6.69,PE,1675725989
313,hambantota,6.1241,81.1185,24.24,87,95,4.08,LK,1675725986
314,bubaque,11.2833,-15.8333,24.61,64,4,9.84,GW,1675725989
315,rumoi,43.9344,141.6428,-3.86,73,100,3.04,JP,1675725929
316,kysyl-syr,63.8986,122.7617,-40.83,100,97,0.55,RU,1675725990
317,yuncheng,35.0231,110.9928,3.3,67,100,1.14,CN,1675725990
318,seoul,37.5683,126.9778,-2.31,97,40,1.54,KR,1675725991
319,brodick,55.5754,-5.1472,8.39,85,100,6.69,GB,1675725991
320,vardo,70.3705,31.1107,0.99,86,100,13.38,NO,1675725989
321,wanning,18.8003,110.3967,21.71,92,19,1.29,CN,1675725992
322,korgen,66.0771,13.8153,7.07,100,100,4.28,NO,1675725743
323,caravelas,-17.7125,-39.2481,25.58,81,0,4.06,BR,1675725984
324,rocha,-34.4833,-54.3333,20.99,91,3,2.31,UY,1675725992
325,paralimni,35.0375,33.9833,6.49,70,51,9.58,CY,1675725993
326,cabrobo,-8.5142,-39.31,29.0,51,100,7.47,BR,1675725993
327,billings,45.7833,-108.5007,8.42,43,20,7.2,US,1675725953
328,sibolga,1.7427,98.7792,24.13,84,100,1.52,ID,1675725993
329,gasa,31.5,34.4667,8.82,72,99,15.78,PS,1675725913
330,darhan,49.4867,105.9228,-23.94,97,9,2.54,MN,1675725742
331,college,64.8569,-147.8028,-12.17,88,75,0.0,US,1675725994
332,puerto escondido,15.85,-97.0667,27.46,65,75,0.0,MX,1675725844
333,jaguaruna,-28.615,-49.0256,22.71,83,72,0.34,BR,1675725995
334,sao miguel do araguaia,-13.275,-50.1628,24.27,84,98,2.01,BR,1675725995
335,pangai,-19.8,-174.35,27.06,74,75,4.63,TO,1675725995
336,te anau,-45.4167,167.7167,14.22,92,99,3.32,NZ,1675725996
337,buala,-8.145,159.5921,27.92,77,90,4.1,SB,1675725915
338,westport,41.1415,-73.3579,6.9,65,75,6.17,US,1675725996
339,rio grande,-32.035,-52.0986,25.06,73,1,4.74,BR,1675725997
340,aden,12.7794,45.0367,23.85,68,41,5.12,YE,1675725997
341,zhigansk,66.7697,123.3711,-48.45,100,72,1.03,RU,1675725959
342,antofagasta,-23.65,-70.4,21.6,80,29,2.38,CL,1675725997
343,fortuna,40.5982,-124.1573,11.63,67,0,6.17,US,1675725998
344,richards bay,-28.783,32.0377,22.27,94,0,1.9,ZA,1675725939
345,birjand,32.8663,59.2211,8.26,42,75,5.14,IR,1675725999
346,churapcha,62.0025,132.4325,-39.11,99,100,1.53,RU,1675725999
347,tefe,-3.3542,-64.7114,24.06,94,75,1.03,BR,1675726000
348,waipawa,-41.4122,175.5153,21.71,57,7,2.25,NZ,1675725789
349,aripuana,-9.1667,-60.6333,23.09,92,46,1.39,BR,1675726000
350,omachi,36.5,137.8667,0.59,77,96,0.66,JP,1675726001
351,matagami,49.7502,-77.6328,-12.94,72,0,4.12,CA,1675726001
352,vilyuysk,63.7553,121.6247,-40.84,100,96,0.61,RU,1675726001
353,charleston,32.7766,-79.9309,16.1,64,0,3.09,US,1675726002
354,ballangen,68.3428,16.8315,8.12,81,100,10.29,NO,1675726002
355,yar-sale,66.8333,70.8333,-21.95,99,92,2.55,RU,1675726002
356,contamana,-7.3333,-75.0167,25.24,88,76,1.06,PE,1675726003
357,vanavara,60.34,102.2797,-28.98,100,100,1.25,RU,1675726003
358,archidona,37.0965,-4.3887,9.31,94,35,2.72,ES,1675726004
359,portland,45.5234,-122.6762,10.6,83,100,4.02,US,1675725897
360,oudtshoorn,-33.5907,22.2014,20.2,87,65,0.94,ZA,1675726004
361,tynda,55.1667,124.7167,-42.0,99,40,1.18,RU,1675726005
362,bathsheba,13.2167,-59.5167,26.34,69,20,7.72,BB,1675726005
363,marzuq,14.4,46.4667,16.73,34,33,2.34,YE,1675726006
364,kulhudhuffushi,6.6221,73.07,26.74,76,100,4.72,MV,1675725949
365,edd,13.9297,41.6925,26.97,46,83,6.54,ER,1675726006
366,shahreza,32.0339,51.8794,4.06,74,69,3.38,IR,1675726007
367,zhezkazgan,47.8043,67.7144,-21.85,100,55,1.89,KZ,1675726007
368,luwuk,-0.9516,122.7875,26.05,80,100,0.94,ID,1675726007
369,nantucket,41.2835,-70.0995,7.03,75,100,11.32,US,1675726008
370,santa marinella,42.0345,11.8536,3.04,53,81,4.67,IT,1675725826
371,el paso,31.8001,-106.2005,22.81,10,20,6.69,US,1675726008
372,senno,59.5336,33.9167,-13.81,99,80,1.53,RU,1675726009
373,avera,33.194,-82.5271,14.73,48,0,1.7,US,1675725937
374,kihurio,-4.4667,38.0667,21.4,88,100,1.51,TZ,1675726009
375,prince rupert,54.3161,-130.3201,5.83,92,0,4.12,CA,1675725873
376,kazerun,29.6195,51.6541,12.83,80,100,1.52,IR,1675726010
377,puro,12.4841,123.3827,25.2,86,51,4.72,PH,1675726010
378,luderitz,-26.6481,15.1594,17.94,92,9,6.09,NA,1675726010
379,manokwari,-0.8667,134.0833,25.7,85,100,1.76,ID,1675725721
380,marsh harbour,26.5412,-77.0636,22.22,68,2,7.68,BS,1675726011
381,vanimo,-2.6741,141.3028,25.83,89,100,1.48,PG,1675726011
382,aron,24.3833,77.4167,15.45,42,0,2.47,IN,1675726011
383,mayo,38.8876,-76.5119,8.41,58,75,5.66,US,1675726012
384,broken hill,-31.95,141.4333,25.02,28,1,6.87,AU,1675725993
385,kampong thum,12.7111,104.8887,22.77,78,64,2.63,KH,1675726012
386,fairbanks,64.8378,-147.7164,-12.17,87,75,0.0,US,1675725853
387,boditi,6.9667,37.8667,14.82,31,25,1.91,ET,1675726013
388,gladstone,-23.85,151.25,27.66,65,40,5.66,AU,1675726013
389,litovko,49.2361,135.1742,-22.24,98,96,0.81,RU,1675726014
390,jinji,23.2281,110.8261,16.5,96,100,1.26,CN,1675726014
391,mnogovershinnyy,53.9353,139.9242,-27.43,96,79,1.39,RU,1675726014
392,kaka,37.3482,59.6143,7.03,37,30,2.08,TM,1675726015
393,amudat,1.95,34.95,21.53,34,53,2.14,UG,1675726015
394,meulaboh,4.1363,96.1285,23.63,82,98,0.97,ID,1675726007
395,mahebourg,-20.4081,57.7,25.14,94,75,3.09,MU,1675726016
396,sioux lookout,50.1001,-91.917,1.04,69,100,5.66,CA,1675726016
397,wuwei,37.9281,102.6414,-1.52,38,39,0.51,CN,1675726016
398,pustoshka,56.3355,29.369,-2.39,96,100,2.32,RU,1675726017
399,narsaq,60.9167,-46.05,-16.88,65,30,3.89,GL,1675726017
400,nouadhibou,20.931,-17.0347,15.99,67,0,8.75,MR,1675726017
401,oksbol,55.6268,8.2876,3.39,96,30,5.26,DK,1675726018
402,berlevag,70.8578,29.0864,4.97,70,0,12.35,NO,1675726018
403,kenai,60.5544,-151.2583,0.05,93,100,5.14,US,1675726018
404,lagunas,-5.2269,-75.6753,25.59,77,100,1.05,PE,1675726019
405,cordoba,-31.4135,-64.1811,31.53,48,0,3.09,AR,1675726019
406,thinadhoo,0.5333,72.9333,27.14,76,100,5.1,MV,1675726020
407,opuwo,-18.0607,13.84,19.5,45,90,2.72,NA,1675726020
408,sainte-thecle,46.8168,-72.4991,-7.97,91,9,2.66,CA,1675726020
409,tingo maria,-9.2895,-76.0088,22.49,96,94,0.28,PE,1675726021
410,maniitsoq,65.4167,-52.9,-14.51,87,100,1.2,GL,1675726021
411,rock island,41.45,-90.5168,9.52,66,0,10.8,US,1675726021
412,naliya,23.2667,68.8333,18.96,80,1,3.53,IN,1675726022
413,paso de carrasco,-34.8603,-56.0522,25.08,83,40,5.66,UY,1675726023
414,fecamp,49.7579,0.3746,2.84,84,2,3.99,FR,1675726023
415,quatre cocos,-20.2078,57.7625,25.05,79,83,5.89,MU,1675726024
416,sao jose da coroa grande,-8.8978,-35.1478,25.53,76,99,3.89,BR,1675726024
417,ahipara,-35.1667,173.1667,21.94,59,9,3.23,NZ,1675726025
418,isla,15.8939,120.3036,23.55,85,33,2.38,PH,1675726026
419,rudnogorsk,57.2639,103.7519,-24.17,100,97,1.34,RU,1675726027
420,rancho palos verdes,33.7445,-118.387,21.88,54,0,7.72,US,1675726027
421,shingu,33.7333,135.9833,9.43,60,77,3.16,JP,1675726028
422,alenquer,-1.9417,-54.7383,24.4,90,82,1.85,BR,1675725959
423,arona,28.0996,-16.681,13.79,63,40,3.6,ES,1675726029
424,la tijera,19.9,-104.4,23.61,35,4,4.43,MX,1675726030
425,mujiayingzi,42.1167,118.7833,-7.23,47,99,0.93,CN,1675726032
426,siva,29.2041,25.5195,9.54,49,61,4.29,EG,1675726033
427,pandan,14.0453,124.1694,24.79,89,85,4.09,PH,1675725917
428,ouidah,6.3631,2.0851,26.92,86,100,5.99,BJ,1675726034
429,labuan,5.2767,115.2417,25.2,88,20,0.0,MY,1675726034
430,hay river,60.8156,-115.7999,-17.01,78,100,3.6,CA,1675726035
431,sept-iles,50.2001,-66.3821,-11.0,72,0,3.6,CA,1675726035
432,sri aman,1.2376,111.4621,23.03,100,100,0.0,MY,1675726036
433,karibib,-21.9333,15.8333,19.22,68,75,2.31,NA,1675726036
434,tanout,14.9709,8.8879,19.49,15,96,5.56,NE,1675726037
435,necochea,-38.5473,-58.7368,17.83,60,21,7.79,AR,1675725813
436,pagudpud,18.5616,120.7868,24.01,83,83,1.11,PH,1675726038
437,aykhal,66.0,111.5,-35.78,100,99,1.56,RU,1675725943
438,mayor pablo lagerenza,-19.9309,-60.7718,28.27,61,69,2.91,PY,1675726039
439,port augusta,-32.5,137.7667,27.46,27,0,3.83,AU,1675726039
440,oranjestad,12.524,-70.027,26.97,82,20,8.23,AW,1675726039
441,thunder bay,48.4001,-89.3168,-2.01,74,75,4.12,CA,1675725745
442,lukovetskiy,64.2956,41.9211,-15.48,99,94,2.05,RU,1675726040
443,koungou,-12.7336,45.2042,24.84,94,0,0.51,YT,1675726041
444,neuquen,-38.9516,-68.0591,31.94,29,0,0.0,AR,1675726041
445,sedalia,38.7045,-93.2283,18.51,55,20,9.83,US,1675726042
446,moranbah,-22.0016,148.0466,26.59,79,88,7.76,AU,1675726042
447,umm lajj,25.0213,37.2685,19.03,48,96,3.28,SA,1675726043
448,inhambane,-23.865,35.3833,24.72,87,100,4.67,MZ,1675725893
449,talara,-4.5772,-81.2719,28.42,57,0,3.6,PE,1675726043
450,butte,39.6499,-121.5677,16.12,40,0,5.14,US,1675726044
451,samarai,-10.6167,150.6667,26.1,85,100,4.21,PG,1675725882
452,gimbi,9.1667,35.8333,15.05,34,54,1.36,ET,1675726045
453,florida ridge,27.5803,-80.3867,20.52,74,0,3.09,US,1675726045
454,santa isabel do rio negro,-0.4139,-65.0192,23.92,95,92,0.24,BR,1675726046
455,codrington,-38.2667,141.9667,17.5,67,64,4.7,AU,1675726047
456,bardiyah,31.7561,25.0865,10.4,72,66,2.88,LY,1675726047
457,port macquarie,-31.4333,152.9167,26.61,64,48,1.51,AU,1675725898
458,srednekolymsk,67.45,153.6833,-40.35,100,99,2.98,RU,1675726049
459,aquiraz,-3.9014,-38.3911,28.05,83,20,3.35,BR,1675726049
460,iquique,-20.2208,-70.1431,24.02,80,94,3.25,CL,1675726050
461,glomfjord,66.8167,13.9667,5.46,98,100,6.11,NO,1675726050
462,lotte,52.2833,7.9167,-0.08,93,5,1.87,DE,1675726050
463,kaniama,-7.5667,24.1833,17.69,93,89,0.35,CD,1675726051
464,ekibastuz,51.6667,75.3667,-11.3,95,93,0.65,KZ,1675726051
465,tocopilla,-22.092,-70.1979,23.37,76,34,4.2,CL,1675726051
466,havre-saint-pierre,50.2334,-63.5986,-10.0,77,0,5.14,CA,1675725864
467,adrar,20.5022,-10.0711,16.78,24,36,4.19,MR,1675725900
468,jiangkou,25.4872,119.1986,14.32,95,91,2.39,CN,1675726052
469,manado,1.487,124.8455,25.43,94,40,0.51,ID,1675726053
470,ixtapa,20.7,-105.2,25.13,78,0,4.12,MX,1675726053
471,vihti,60.417,24.3197,-2.03,91,96,2.68,FI,1675726053
472,otane,-39.8833,176.6333,23.19,51,5,0.21,NZ,1675726054
473,seydi,39.4816,62.9137,5.14,61,100,5.43,TM,1675726054
474,nakusp,50.2499,-117.8023,3.19,87,100,0.51,CA,1675725865
475,augusto correa,-1.0217,-46.635,23.92,96,98,1.73,BR,1675726055
476,ngunguru,-35.6167,174.5,21.97,57,8,1.68,NZ,1675726055
477,villa guerrero,18.8667,-99.65,24.79,28,11,2.05,MX,1675726055
478,cefalu,38.0386,14.0229,6.53,63,100,3.13,IT,1675726056
479,burley,42.5357,-113.7928,3.98,65,0,8.23,US,1675726056
480,ostrov,57.3439,28.3537,-1.15,98,77,2.7,RU,1675726056
481,cairns,-16.9167,145.7667,31.17,78,40,4.12,AU,1675726057
482,milkovo,54.7167,158.6167,-15.82,95,100,0.96,RU,1675726057
483,ascension,30.2169,-90.9001,20.57,58,8,3.86,US,1675726057
484,whitehorse,60.7161,-135.0538,1.43,43,75,5.66,CA,1675725828
485,sambava,-14.2667,50.1667,23.87,89,99,2.54,MG,1675726058
486,san luis,-33.295,-66.3356,31.21,23,0,3.59,AR,1675725994
487,katsuura,35.1333,140.3,10.25,67,100,3.37,JP,1675726058
488,mangit,40.5971,70.9607,3.91,68,61,2.0,UZ,1675726059
489,inuvik,68.3499,-133.7218,-32.52,75,20,1.54,CA,1675726059
490,totness,5.8833,-56.3167,24.77,85,28,5.46,SR,1675726060
491,ojinaga,29.5667,-104.4167,29.67,18,0,2.06,MX,1675726060
492,ampanihy,-24.7,44.75,23.43,80,100,3.4,MG,1675726028
493,sudislavl,57.8817,41.7083,-13.25,98,100,1.11,RU,1675726060
494,salto,-31.3833,-57.9667,28.76,22,63,1.89,UY,1675726026
495,svejbaek,56.1325,9.6329,2.11,96,15,3.44,DK,1675726061
496,north bend,43.4065,-124.2243,11.03,71,100,0.0,US,1675725927
497,springdale,36.1867,-94.1288,16.95,71,40,8.75,US,1675726062
498,kayankulam,9.1833,76.5,23.87,90,35,2.23,IN,1675726062
499,rosarito,32.3333,-117.0333,19.67,53,0,7.24,MX,1675725963
500,lamu,-2.2717,40.902,26.12,89,76,5.52,KE,1675726063
501,hirara,24.8,125.2833,20.15,94,75,5.14,JP,1675726063
502,tobermory,45.2501,-81.6665,-4.81,81,91,4.96,CA,1675726063
503,moerai,-22.4333,-151.3333,26.51,75,96,4.49,PF,1675726064
504,paramonga,-10.6667,-77.8333,23.69,79,56,3.4,PE,1675726064
505,wonthaggi,-38.6044,145.5913,18.79,66,74,3.54,AU,1675726039
506,santa vitoria do palmar,-33.5189,-53.3681,21.56,72,97,3.22,BR,1675725935
507,kikwit,-5.041,18.8162,21.65,81,97,0.98,CD,1675726065
508,zermatt,46.0213,7.7491,-5.28,84,33,10.29,CH,1675726065
509,lentekhi,42.7856,42.7261,3.39,95,100,0.81,GE,1675726065
510,bustuchin,44.9667,23.7333,-3.83,56,9,0.79,RO,1675726066
511,newport,51.5877,-2.9984,3.92,91,56,0.81,GB,1675725920
512,kenora,49.8167,-94.4337,0.54,93,100,5.66,CA,1675726066
513,ito,34.9667,139.0833,10.41,69,100,0.45,JP,1675726067
514,charlestown,-32.95,151.6667,27.12,70,89,2.24,AU,1675726067
515,rio gallegos,-51.6226,-69.2181,19.03,39,75,8.23,AR,1675725893
516,lata,40.1629,-8.3327,5.93,66,0,2.69,PT,1675726067
517,zaysan,47.4667,84.8667,-10.52,77,80,2.48,KZ,1675726068
518,xinqing,48.2333,129.5,-24.63,100,100,0.81,CN,1675726068
519,gari,59.4307,62.3497,-24.51,100,100,1.44,RU,1675726068
520,waingapu,-9.6567,120.2641,25.94,84,82,3.14,ID,1675726069
521,port hardy,50.6996,-127.4199,8.1,100,100,4.12,CA,1675725899
522,lavrentiya,65.5833,-171.0,-25.18,88,100,1.91,RU,1675726069
523,erice,38.037,12.5865,4.26,87,20,1.54,IT,1675726070
524,banepa,27.6298,85.5214,8.4,93,20,1.54,NP,1675726070
525,lac du bonnet,50.2536,-96.0612,0.24,97,100,3.85,CA,1675726071
526,roald,62.5833,6.1333,9.08,66,100,5.66,NO,1675726071
527,grand gaube,-20.0064,57.6608,25.21,82,82,0.89,MU,1675726071
528,namatanai,-3.6667,152.4333,27.79,76,99,1.79,PG,1675726072
529,sola,-13.8833,167.55,26.71,71,100,2.46,VU,1675726072
530,nome,64.5011,-165.4064,-13.96,66,0,1.54,US,1675726072
531,auki,-8.7676,160.7034,28.1,72,98,2.62,SB,1675726073
532,lodja,-3.4833,23.4333,20.62,92,99,1.41,CD,1675726073
533,shugurovo,54.5083,52.1326,-19.79,100,100,0.89,RU,1675726074
534,bontang,0.1333,117.5,24.22,90,85,2.67,ID,1675726074
535,valparaiso,-33.0393,-71.6273,21.11,80,100,4.63,CL,1675725964
536,kyabe,9.4515,18.9449,26.31,13,51,2.78,TD,1675726074
537,atbasar,51.8,68.3333,-12.89,97,97,2.05,KZ,1675726075
538,victoria,22.2855,114.1577,20.53,89,92,1.34,HK,1675725999
539,winburg,-28.518,27.0093,19.95,48,100,6.57,ZA,1675726075
540,burnie,-41.0667,145.9167,18.3,52,6,2.12,AU,1675726076
541,zalantun,48.0,122.7167,-18.6,86,4,3.14,CN,1675726076
542,buin,-33.7333,-70.75,30.24,36,0,3.66,CL,1675726076
543,auray,47.6703,-2.9918,6.05,82,1,4.9,FR,1675726077
544,sao raimundo nonato,-9.0153,-42.6994,25.74,62,99,0.2,BR,1675726077
545,cardedeu,41.6398,2.3574,10.55,55,46,5.06,ES,1675726078
546,tura,25.5198,90.2201,13.67,53,0,1.33,IN,1675726078
547,carballo,43.213,-8.691,8.26,73,0,2.09,ES,1675726078
548,mackay,-21.15,149.2,27.6,81,41,7.75,AU,1675726079
549,ostrovnoy,68.0531,39.5131,-6.46,88,100,11.76,RU,1675726079
550,lagoa,39.05,-27.9833,12.9,71,100,11.55,PT,1675726079
551,balkhash,46.844,74.9804,-15.12,97,97,1.63,KZ,1675726080
552,talnakh,69.4865,88.3972,-22.11,98,100,2.49,RU,1675726080
553,jining,35.405,116.5814,3.73,89,63,1.49,CN,1675726080
554,sakakah,29.9697,40.2064,10.76,39,1,7.29,SA,1675726029
555,charleville-mezieres,49.7667,4.7167,1.54,88,25,4.86,FR,1675726081
556,xai-xai,-25.0519,33.6442,24.01,89,57,5.58,MZ,1675726081
557,san carlos,9.6612,-68.5827,29.06,37,68,1.09,VE,1675726082
558,sasebo,33.1592,129.7228,7.99,96,100,2.76,JP,1675725809
559,pacific grove,36.6177,-121.9166,15.01,70,0,3.6,US,1675726082
560,arlit,18.7369,7.3853,22.11,14,100,3.13,NE,1675726083
561,jalingo,8.8833,11.3667,26.48,16,84,2.77,NG,1675726083
562,mokhsogollokh,61.4681,128.9203,-42.89,100,97,1.31,RU,1675726083
563,nuuk,64.1835,-51.7216,-13.66,92,100,2.06,GL,1675726084
564,parabel,58.6978,81.4825,-19.87,100,100,1.23,RU,1675726040
565,ust-nera,64.5667,143.2,-39.9,100,100,0.55,RU,1675726084
566,bolobo,-2.1667,16.2333,23.88,79,52,1.85,CD,1675726085
567,willmar,45.1219,-95.0433,0.97,86,40,2.57,US,1675726085
